threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href
"垢版
|
0113 名無しどんぶらこ 2025/11/27(木) 22:44:42.62",そろそろ、中国系琉球人をアメリカと日本によるダブル弾圧から救出作戦の準備とか言い出しそう,,,,,,ID:tpDXvGlZ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0114 名無しどんぶらこ 2025/11/27(木) 22:44:49.28",">>59
せやね。こりゃあもう渡航禁止不可避やな〜。",,>>59,,,,ID:3Ahb5N4C0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0115 名無しどんぶらこ 2025/11/27(木) 22:44:49.89","日本が危険な国と真実の報道がされた今
世界での信用がなくなっちゃったね
日本人はこれからどこの国にも見向きされないね",,,,,,ID:WBQACc5q0(5/6),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0116 名無しどんぶらこ 2025/11/27(木) 22:44:57.22",日本はどうでもいいから香港の火事どうにかしろよ,,,,,,ID:c0KexuGy0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0117 名無しどんぶらこ 2025/11/27(木) 22:45:01.11",する側の土人支那畜生が何言ってんの,,,,,,ID:9XWEReU50,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0118 名無しどんぶらこ 2025/11/27(木) 22:45:03.17",兄さんも大変だな。日本人旅行者への攻撃が始まっても良いようにしっかりアリバイを捏造しないとね,,,,,,ID:3SVFzSq70,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0119 名無しどんぶらこ 2025/11/27(木) 22:45:11.02","加油！中国！
日本なんかに観光はもちろん留学に来てはいけない",,,,,,ID:UakQw4Vc0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0120 名無しどんぶらこ 2025/11/27(木) 22:45:23.86","テレビで観たけど日本へ来た中国人旅行客に日本の番組がインタビューしたんだ
取材陣が習近平という言葉を出した瞬間に中国人は怯えるように逃げる逃げる
中国人がどれほど習近平の恐怖政治に悩まされているかよく分かる",,,,,,ID:yR2qasa10(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0121 名無しどんぶらこ 2025/11/27(木) 22:45:27.56","我々は中国人とは違う。
下品ではない。",,,,,,ID:HRQTbE370,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0122 名無しどんぶらこ 2025/11/27(木) 22:45:31.10",">>1
来るな
ついでに在日も引き取れ",,>>1,,,,ID:xGLK7saV0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0123 名無しどんぶらこ 2025/11/27(木) 22:45:32.48","昨日梅田行ったけどマジで快適で静かだった
今の状態ずっと続いてくれ",,,,,,ID:n+TXqgjH0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0124 名無しどんぶらこ 2025/11/27(木) 22:45:37.88",中国人って何で話めっちゃ盛るの？,,,,,,ID:wPEZO7Z+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0125 名無しどんぶらこ 2025/11/27(木) 22:45:45.95","これが真実なのか…
中国の方々に謝罪したい",,,,,,ID:JSRGceKt0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0126 名無しどんぶらこ 2025/11/27(木) 22:45:54.36","いい事思いついた 中国人の人民は全員中華民国の国旗とか
バッジを着ければ良いんじゃないの
中共にも怒られないだろうし 1つの中華ですアッピールしなよ",,,,,,ID:j9DydUAf0(1/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0127 名無しどんぶらこ 2025/11/27(木) 22:46:04.82","天安門の３０万人と同じようなこと言ってんな
中国人の価値観で中国人の想像しうる捏造したって
嘘なのすぐバレるぞ",,,,,,ID:4Bsh//Vr0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0128 名無しどんぶらこ 2025/11/27(木) 22:46:05.45",侮辱って大喜利のこと？,,,,,,ID:iSbH3MsJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0129 名無しどんぶらこ 2025/11/27(木) 22:46:13.40",">>125
謝罪しに行けよw",,>>125,,,,ID:n+TXqgjH0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0130 名無しどんぶらこ 2025/11/27(木) 22:46:25.93",派手にデモやってる韓国の方が危なそうだけどな,,,,,,ID:CysLi/1N0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0131 名無しどんぶらこ 2025/11/27(木) 22:46:33.36",">>1
そんな危ない国なんだし「渡航禁止」を強く勧める！！
警告じゃ生ぬるいぞ！！！
日本にいる在日中国人も全員帰ってもらった方がいい！早急ニダ！",,>>1,,,,ID:poIURztr0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0132 え？　なんだ。これ。２０世紀『初頭』関東軍やん 2025/11/27(木) 22:46:36.56","墓穴。掘る気か。中国政府。
７０ぷーすら姐
挑発し次弾射たす気か知らんが。
２０世紀『初頭』2本陸軍関東軍。やん。
「南京大虐殺」
大幅に数を減らされるよ。『世界認識』から。
中国は。興っては滅び。滅んでは興っているが。
『正に　墓穴　』
孫子の国だけに。孔子に孟子な国だけに。
劉備玄徳。入蜀。の時。
「惜しいかな、蜀」　
誰だったか。劉王章を諌め城門に逆さに垂れ。縄を切り。墜落死した者は。
墓穴。大きく。大きく。掘ってる。な＿|￣|○",,,,,,ID:jI2D35gO0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0133 名無しどんぶらこ 2025/11/27(木) 22:46:40.56","こんな直ぐバレる嘘でも平気で事実だ言い出すから頭おかしい
まぁ日本のマスコミと近いものはあるな",,,,,,ID:N2wB6/gg0,2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0134 名無しどんぶらこ 2025/11/27(木) 22:46:43.44",">>42
日本から約16000年前の出土品が出てきたから
今頑張って2万年前の遺跡作って中国2万年の歴史にするかも",,>>42,,,,ID:qojke+fj0(6/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0135 名無しどんぶらこ 2025/11/27(木) 22:46:44.86",鬼畜米英とか言ってたノリに近いからいざとなったら国内の中国人救出してくるかもなｗ,,,,,,ID:8ENFPfGn0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0136 名無しどんぶらこ 2025/11/27(木) 22:46:51.71",丸太,,,,,,ID:+dc5szHe0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0137 名無しどんぶらこ 2025/11/27(木) 22:46:52.52","はいはい日本人凶暴だからね
渡航禁止にした方がいいよ〜",,,,,,ID:VCtYJmXY0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0138 名無しどんぶらこ 2025/11/27(木) 22:46:57.45",中国人が中国人に襲われるからな,,,,,,ID:0DFNAEuJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0139 名無しどんぶらこ 2025/11/27(木) 22:47:01.33",日本人糞過ぎだろ,,,,,,ID:PqhiZOK50,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0140 名無しどんぶらこ 2025/11/27(木) 22:47:03.93",メンヘラ国家,,,,,,ID:hdNvuCde0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0141 名無しどんぶらこ 2025/11/27(木) 22:47:13.60","へずまりゅうの動画を見たらそりゃそう思うよな
ましてやみんなが投票で選んだ議員があれ",,,,,,ID:c+MBDrtP0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0142 名無しどんぶらこ 2025/11/27(木) 22:47:16.82",おまいう,,,,,,ID:4nvH4+Gz0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0143 名無しどんぶらこ 2025/11/27(木) 22:47:22.22","5ch攘夷ジジイがクマのように危険なので
決して来ちゃダメ！
在日中国人も急いで帰って！！",,,,,,ID:zeySWDv10(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0144 名無しどんぶらこ 2025/11/27(木) 22:47:22.43","誰も興味ねーよ笑
中国人がいようが",,,,,,ID:HzXJa94N0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0145 名無しどんぶらこ 2025/11/27(木) 22:47:23.25",デマだけど渡航は控えろよ永久に,,,,,,ID:KGjd7K1J0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0146 名無しどんぶらこ 2025/11/27(木) 22:47:27.15",">>133
言い続ければ事実になる
強者が歴史を作るんだよ",,>>133,,,,ID:fuMyHriY0(2/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0147 名無しどんぶらこ 2025/11/27(木) 22:47:30.41","中国人侮辱や暴行あるだろ
あいつら漢民族同士でも北と南で仲悪くて日本で喧嘩する",,,,,,ID:KXg2JUEK0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0148 名無しどんぶらこ 2025/11/27(木) 22:47:33.88",">>7
奈良行けば事実じゃね？",,>>7,,,,ID:JIqFXZ210,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0149 名無しどんぶらこ 2025/11/27(木) 22:47:49.16",">>112
こんなに堂々と嘘をつく政府
はじめてみた",,>>112,,,,ID:ccIaHVD40(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0150 名無しどんぶらこ 2025/11/27(木) 22:47:52.15","パヨクどうすんだよw
パヨクも「中国人様が日本人に暴行されている！」とか言わないと！w",,,,,,ID:Nv06fRVk0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0151 名無しどんぶらこ 2025/11/27(木) 22:48:00.35","台湾の頼総統を侮辱するポスト
攻撃的な嫌がらせで通報よろしく
>>そういうわけで個人的には、こっち来るなしっしっ、な心境なのであります、、

#台湾史
https://x.com/Notall...7UNiHd_Xxx_YuHQ&s=19",https://x.com/Notallena728/status/1994020811238461452?t=IPtRTUL7UNiHd_Xxx_YuHQ&s=19,https://x.com/Notall...7UNiHd_Xxx_YuHQ&s=19,,,,ID:TURWOG8b0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0152 名無しどんぶらこ 2025/11/27(木) 22:48:07.90",人民服以外は似合いません,,,,,,ID:+dc5szHe0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0153 名無しどんぶらこ 2025/11/27(木) 22:48:08.43",">>85
お前こそいつの話ししてんだよ。韓国は日本人の人気観光地だぞ",,>>85,,,,ID:X8NRpRKc0(3/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0154 名無しどんぶらこ 2025/11/27(木) 22:48:33.38",自国民にデマ流す中華人民共和国w,,,,,,ID:ERpZbjbt0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0155 名無しどんぶらこ 2025/11/27(木) 22:48:41.33",反日を煽るとそれが現体制への不満に転化すると中国共産党は国内監視体制の結果にて考えているから、日本旅行自粛要請にとどまっているとかもうすぐ黄巾の乱ネクスト前夜なのか。黄色の布を頭に巻くんじゃなくてスマホを掲げて中国国内デモ起こしそう,,,,,,ID:md5f2MKS0(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0156 名無しどんぶらこ 2025/11/27(木) 22:48:42.66",嘘つきとかかわるのは税金の無駄遣い　政府はいち早く断交を,,,,,,ID:PXvhj+so0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0157 名無しどんぶらこ 2025/11/27(木) 22:48:43.67",チャンコロとチョンは嘘が下手w,,,,,,ID:zPygLS6Z0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0158 名無しどんぶらこ 2025/11/27(木) 22:48:46.97",">>1
なぜ禁止にしないのか
国民の不満爆発が怖いのかな
違法民泊なくなるまでこないで欲しいぞ",,>>1,,,,ID:8XWieKlL0(1/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0159 名無しどんぶらこ 2025/11/27(木) 22:48:48.97",">>149
共産党の独裁だから暴走してる",,>>149,,,,ID:znBp2zWm0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0160 名無しどんぶらこ 2025/11/27(木) 22:48:54.22","渡航制限じゃ甘いよ、在日中国人・帰化人全員引き上げしないと
パンダもついでに引き取っていいから",,,,,,ID:64rnsP3u0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0161 名無しどんぶらこ 2025/11/27(木) 22:48:55.86","これを駐日中国大使館が発信しないといけないのが内部の歪みを象徴してるんだよな
バカバカしいと思ってても何らかの力が働いて中の人もこんなことしてるわけよ
ほんとに大丈夫かよ",,,,,,ID:ZUNbD/oH0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0162 名無しどんぶらこ 2025/11/27(木) 22:48:58.92",どうせ嘘つくのなら30万人殺されたとか言えばいいのに,,,,,,ID:18iEWQ200,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0163 名無しどんぶらこ 2025/11/27(木) 22:49:12.47",流石の私も…やりませんねぇ…酷すぎます,,,,,,ID:j9DydUAf0(2/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0164 名無しどんぶらこ 2025/11/27(木) 22:49:22.16","中国人が暴行されてる事実を隠そうとしたい勢力がいるね
やはり日本は野蛮
世界中が日本人を怖がってるよ",,,,,,ID:WBQACc5q0(6/6),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0165 名無しどんぶらこ 2025/11/27(木) 22:49:23.67","世界の誰にも信用されてなくて草
ロシアですら信じてねーわw",,,,,,ID:tEY0ExI80(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0166 名無しどんぶらこ 2025/11/27(木) 22:49:26.85",中国人のゴキブリなんて100万人自殺してもなんもおもわん,,,,,,ID:aGvWBG2j0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0167 名無しどんぶらこ 2025/11/27(木) 22:49:33.20","チャイニーズ弱すぎだろ
何もしてねーのに勝手に負傷するって
そよ風でコケて骨折したんか？",,,,,,ID:aKX2jxlB0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0168 名無しどんぶらこ 2025/11/27(木) 22:49:33.76",">>147
中国はいつも内戦してたね",,>>147,,,,ID:pwPB/dBk0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0169 名無しどんぶらこ 2025/11/27(木) 22:49:35.39",日本に効くと思うことがすべて裏目の外交カードってのがすごく面白い,,,,,,ID:4Bsh//Vr0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0170 名無しどんぶらこ 2025/11/27(木) 22:49:43.77","本当有り難いよな向こうからこういう事やってくれるの
日本人は優しいから中国人来んなとかネットでしか言わないけど
これで中国人嫌いな奴も増えただろうし高市政権いつまで続くか分からないけど一つの成果だわ
経済的にも最初は厳しいだろうけど中国に頼り過ぎずにいけるのが理想だよな",,,,,,ID:JmysmhG40,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0171 名無しどんぶらこ 2025/11/27(木) 22:49:44.52",">>141
複数の暴行や負傷ってどこでさ？",,>>141,,,,ID:P40TgcJO0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0172 名無しどんぶらこ 2025/11/27(木) 22:49:57.09","ここのところの日本人ファーストだとかヘイトスピーチ見てるとそういうのはありそう
あと人種差別についてはこの国特に酷いだろう
ネトウヨ世代のジジイとか偏見で満ちてるしな
学校での外国人に対するいじめとかもそう",,,,,,ID:vTSnE8O+0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0173 名無しどんぶらこ 2025/11/27(木) 22:49:57.39",そんなひどい国には中国政府の責任で渡航禁止令くらい出さないとダメだな,,,,,,ID:tgTw4Yh80(1/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0174 名無しどんぶらこ 2025/11/27(木) 22:50:02.81",">>162
10年で30万人犠牲になってるとかだったら信じそう",,>>162,,,,ID:znBp2zWm0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0175 名無しどんぶらこ 2025/11/27(木) 22:50:08.90","図体デカいだけのクソ雑魚がよw
これは戦争どころか台湾に武力行使もできんな
天安門でバカな自国民でも殺してろ",,,,,,ID:Kelq5O8C0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0176 名無しどんぶらこ 2025/11/27(木) 22:50:10.46",">>4
鹿も喜んでる",,>>4,,,,ID:8P24nPwx0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0177 名無しどんぶらこ 2025/11/27(木) 22:50:25.18",嘘を正当化するために嘘をつく。国が。,,,,,,ID:fVH0mwhe0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0178 名無しどんぶらこ 2025/11/27(木) 22:50:31.26",日本人が中国に渡航する方がよっぽど危険,,,,,,ID:oqK+6Sxb0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0179 名無しどんぶらこ 2025/11/27(木) 22:50:36.76","まぁ国内の中共の言う事真に受けるアホだけ信じさせればOKだからな
一生中国にこもっててほしい",,,,,,ID:MizyH7j30(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0180 名無しどんぶらこ 2025/11/27(木) 22:50:39.20",日本の土地を踏んでいるシナ人には拡声器で帰れコールするから渡航禁止入国禁止で無期限でよろしくねっ,,,,,,ID:UUYLPYbx0(1/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0181 名無しどんぶらこ 2025/11/27(木) 22:51:05.96",どんだけ恥を晒せば気が済むんだ中共は？,,,,,,ID:tEY0ExI80(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0182 名無しどんぶらこ 2025/11/27(木) 22:51:06.70","要するにこういう嘘で行かせないようにして日本の観光収入を減らすのが目的なのかな
それにしても幼稚過ぎるな。さすがに中国人自身が信じてねえやろｗ",,,,,,ID:t2FVW2uu0(1/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
