threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href
"垢版
|
0817 名無しどんぶらこ 2025/11/28(金) 00:32:42.08",レアアース禁輸されたら高市は辞職するしか無くなるよ,,,,,,ID:Hyx87hDr0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0818 名無しどんぶらこ 2025/11/28(金) 00:32:53.72","くだらねぇ
お前らは訪中の日本人 侮辱や暴行してねぇのかよ
中国人と日本人のモラルの差 比べてから物言え
少なくとも日本人は他人の家 来て食べ物食い散らかしてゴミ撒き散らかしてギャアギャア騒ぐような下品な事はしねぇよ
それだって充分犯罪だがその意識すら無ぇじゃねぇか",,,,,,ID:Ne21S0yN0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0819 名無しどんぶらこ 2025/11/28(金) 00:33:03.71","反日国のクセに何故わざわざ日本に来たがるのか
どうかしてる",,,,,,ID:NUzFO9D+0(2/12),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0820 名無しどんぶらこ 2025/11/28(金) 00:33:40.91","外国人に対するネットの言論暴力を見る限りリアルで中国人に対する暴行が増加してても全く不思議ではない。
公表すると中国の思う壺だから日本は政府ぐるみで隠蔽すると思うけど。",,,,,,ID:5/xVH44D0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0821 名無しどんぶらこ 2025/11/28(金) 00:33:52.07",">>1
何故警告なんやろな
禁止にしないのが不思議や",,>>1,,,,ID:jsU7gZk60,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0822 名無しどんぶらこ 2025/11/28(金) 00:33:57.19",">>819
お前ネトウヨが中国で生まれた紙、車輪、漢字を使うようなもんだろ",,>>819,,,,ID:b963byqd0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0823 名無しどんぶらこ 2025/11/28(金) 00:34:01.46","はー残念だけどほんとに日本には来ない方がいいよ
汚い首を洗っておこう",,,,,,ID:K7hB2UrT0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0824 名無しどんぶらこ 2025/11/28(金) 00:34:06.78",">>1
ふーん(鼻ホジ)",,>>1,,,,ID:/5gt1w2X0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0825 名無しどんぶらこ 2025/11/28(金) 00:34:12.36",なんなら外国人連中の犯罪の方が何倍も悪質で件数も多いですけどね,,,,,,ID:NUzFO9D+0(3/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0826 名無しどんぶらこ 2025/11/28(金) 00:34:13.38",総領事の斬首発言を棚に上げて被害者面してるのが見苦しい限り,,,,,,ID:SDJIcHn80,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0827 名無しどんぶらこ 2025/11/28(金) 00:34:19.65","マジかよ
そんな凶悪事件起きてるのにマスゴミは隠してるのか！許せねえな！",,,,,,ID:nrtLv9kC0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0828 名無しどんぶらこ 2025/11/28(金) 00:34:36.08",">>817
もう対策済みだし、米が閉じてたレアアースの鉱山復活させていくってよ
別に取れるところは別にあるし、安さで市場を破壊してきてたけど
流石に何度もやられてどの国も対策してきてるから脅しにならねえんだよ

ごめんな",,>>817,,,,ID:WKqeW+1W0(7/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0829 名無しどんぶらこ 2025/11/28(金) 00:34:37.46",ウソ記事を平気で垂れ流し、習近平の中国、脳ミソ逝かれてるわ,,,,,,ID:n9Y4dM4r0(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0830 名無しどんぶらこ 2025/11/28(金) 00:34:42.09",政府が堂々と嘘つくのがすごいよな,,,,,,ID:VzUcdbFw0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0831 名無しどんぶらこ 2025/11/28(金) 00:34:56.72","これが日本人の本性だよな
だから中国人は簡単に制服されるんだよ",,,,,,ID:KkNtJMhR0(2/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0832 名無しどんぶらこ 2025/11/28(金) 00:34:57.17",">>772
おそらくね。南京事件の博物館を日本の社会党が資金援助までして作らせたことが疑問だったんだけど、その背景もわかってきた。
日本社会党に１９６０年代からソ連からの工作資金が流れていたことがわかってて、ソ連は日中の間に楔を打ち込みたかったんだと思う",,>>772,,,,ID:3d5ndwcb0(8/14),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0833 名無しどんぶらこ 2025/11/28(金) 00:34:58.04",">>1
中国人犯罪者が暴れ回って金の諍いで同士撃ちしてるだけだろ",,>>1,,,,ID:usRw4jZT0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0834 名無しどんぶらこ 2025/11/28(金) 00:35:09.40","暴行や侮辱など欧米に比べたらないに
等しいな
だいたいチャイナの方が怒られしたら怖いの分かっているからな
笑笑",,,,,,ID:JSRwzfEe0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0835 名無しどんぶらこ 2025/11/28(金) 00:35:20.27",">>802
まぁ大朝鮮って言われるくらい
本質は朝鮮人と変わらんレベルだからなｗ",,>>802,,,,ID:BkaSspad0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0836 名無しどんぶらこ 2025/11/28(金) 00:35:38.86",日本にいる中国人工作員が旅行者を襲うんだろ？,,,,,,ID:5mtaK10j0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0837 名無しどんぶらこ 2025/11/28(金) 00:35:52.88",まるで日本で昔中国がやったような反日暴動みたいなのが起きてるような言い草だな,,,,,,ID:lRG639Ys0(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0838 名無しどんぶらこ 2025/11/28(金) 00:36:26.95",別に我々には何もいいことないから来なくていい。,,,,,,ID:NYKZJkXt0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0839 名無しどんぶらこ 2025/11/28(金) 00:36:38.91","こんだけSNSが進化してんのに
中共のやり方が20年変わってなくて
そして官製デモすらやれなくなってる時点で
今の現状を黙ってても教えてくれてるよ",,,,,,ID:C/NZA3s40(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0840 名無しどんぶらこ 2025/11/28(金) 00:36:44.95","複数って最低2件あれば複数なんでね
具体的な数字出してない時点でお察しよ",,,,,,ID:NUzFO9D+0(4/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0841 名無しどんぶらこ 2025/11/28(金) 00:37:17.66",">>832
南京以外みると　化学兵器使用とか、張作霖兄貴爆☆殺とか　阿片専売公社で阿片漬けとか　色々やってるけど
その辺はノーカンなのかな",,>>832,,,,ID:KkNtJMhR0(3/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0842 名無しどんぶらこ 2025/11/28(金) 00:37:22.53","高市早苗氏「“裏金問題”の調査をすると約束しましたが調査結果を公表するとは約束してません」 [バイト歴50年★]
https://asahi.5ch.ne...newsplus/1764251739/

中国よりひどい土人国家のジャップをよろしくね！",https://asahi.5ch.net/test/read.cgi/newsplus/1764251739/,https://asahi.5ch.ne...newsplus/1764251739/,,,,ID:FKfrToa+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0843 名無しどんぶらこ 2025/11/28(金) 00:37:34.16",">>830
かつての日本も中国で同じようなことをやってたからな",,>>830,,,,ID:5mtaK10j0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0844 名無しどんぶらこ 2025/11/28(金) 00:37:45.52","日本人が暴行したの？
在日中国人の方々が心配だ
一人残らず脱出した方がいい
お元気で",,,,,,ID:80e42QMF0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0845 名無しどんぶらこ 2025/11/28(金) 00:38:09.64",やることなすことレベルが低いな,,,,,,ID:annhlmni0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0846 名無しどんぶらこ 2025/11/28(金) 00:38:21.38",反日機運高めつつ日本に経済制裁でもやってるつもりなんだろうなぁ,,,,,,ID:NUzFO9D+0(5/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0847 名無しどんぶらこ 2025/11/28(金) 00:38:23.30",あんま言い過ぎるとイソップ童話の狼少年みたいになるぞ,,,,,,ID:xIv7tfPp0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0848 名無しどんぶらこ 2025/11/28(金) 00:38:39.54","日本は世界一安全な日本社会だと評価されているのに
笑ってしまうレベル、習近平の卑怯者、気持ちわるい",,,,,,ID:n9Y4dM4r0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0849 名無しどんぶらこ 2025/11/28(金) 00:38:39.72","どんだけ中国人は日本国内でヘイトや集団暴行をうけてるんだ

マスコミはいっさい報じないけど

日本各地で日本人による中国人への暴行傷害事件だらけになってるのか",,,,,,ID:lRG639Ys0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0850 名無しどんぶらこ 2025/11/28(金) 00:38:42.99","台湾有事の際日本国に被害が出れば自衛隊出動はあたりまえでは？

主権国家ならどこでも認められている自国防衛をなんで中国に邪魔されなあかんねん",,,,,,ID:8LhrL1AZ0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0851 名無しどんぶらこ 2025/11/28(金) 00:38:43.07","台湾有事の際日本国に被害が出れば自衛隊出動はあたりまえでは？

主権国家ならどこでも認められている自国防衛をなんで中国に邪魔されなあかんねん",,,,,,ID:8LhrL1AZ0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0852 名無しどんぶらこ 2025/11/28(金) 00:39:11.07",偉大なる指導者習近平総書記のお言葉を守れよチンクども,,,,,,ID:+TFnfQaU0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0853 名無しどんぶらこ 2025/11/28(金) 00:39:20.63","日本は世界一安全な日本社会だと評価されているのに
笑ってしまうレベル、習近平の卑怯者、気持ちわるい",,,,,,ID:n9Y4dM4r0(3/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0854 名無しどんぶらこ 2025/11/28(金) 00:39:37.36",自分の国でそういうことやってるから、中国国民は信じやすいよなー,,,,,,ID:WBgAz7/T0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0855 名無しどんぶらこ 2025/11/28(金) 00:40:06.80",日本に住んでる中国人は笑ってるだろうなw,,,,,,ID:NUzFO9D+0(6/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0856 名無しどんぶらこ 2025/11/28(金) 00:40:17.98",">>810
他の国にはどう伝わってるんだろう？　そこが問題なんでは？
中国のサイバー部隊は１８万人ぐらいいるという話だから、プロパガンダの規模がすごいことになってると思う",,>>810,,,,ID:3d5ndwcb0(9/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0857 名無しどんぶらこ 2025/11/28(金) 00:40:18.36","危険な言動だな
自国民の保護を目的に戦争を起こした例は多い
大嘘でも100回言えばいいと思ってるのが大陸",,,,,,ID:UzDvRXIr0(1/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0858 名無しどんぶらこ 2025/11/28(金) 00:40:29.08",いつ池乃めだかやるんだろうなｗ,,,,,,ID:69kFObGe0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0859 名無しどんぶらこ 2025/11/28(金) 00:40:48.68",鹿に近づくと愛国戦士が難癖つけてくるからな,,,,,,ID:aj/6PjwJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0860 名無しどんぶらこ 2025/11/28(金) 00:41:33.51",無敵の人が暴れる中国社会と比較すれば日本は遥かに安全安心,,,,,,ID:UzDvRXIr0(2/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0861 名無しどんぶらこ 2025/11/28(金) 00:41:34.99",">>853
オーバーツーリズムや不法移民で平和じゃなくなってきてたから
それが無くなるんだぞ、応援してあげなさい",,>>853,,,,ID:WKqeW+1W0(8/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0862 名無しどんぶらこ 2025/11/28(金) 00:42:21.67",もっと広めて1人も寄越すな,,,,,,ID:5wgQEOgJ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0863 名無しどんぶらこ 2025/11/28(金) 00:42:41.60","中国人の安全のためにも国内の中国人も全部引き上げさせた方がいいと思うよ！
ぜひ応援したい",,,,,,ID:NUzFO9D+0(7/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0864 名無しどんぶらこ 2025/11/28(金) 00:42:50.03",なんでネトウヨは中国人を差別するの？,,,,,,ID:ZKUHM6m10(1/5),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0865 名無しどんぶらこ 2025/11/28(金) 00:43:01.29",だから来ないで！危険があぶない！,,,,,,ID:eOfYGEgc0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0866 名無しどんぶらこ 2025/11/28(金) 00:43:16.22","高市総理批判に志らく師匠激怒、正論過ぎて称賛される(short動画)
https://youtu.be/fX6VlTubrJ8

【スタジオ騒然】立川志らくが偏向報道に反撃！ネットで称賛の嵐 (short動画)
https://youtu.be/6x0ACas6v0k",https://youtu.be/fX6VlTubrJ8,https://youtu.be/fX6VlTubrJ8,https://youtu.be/6x0ACas6v0k,https://youtu.be/6x0ACas6v0k,,ID:cnS8/67z0,,https://youtu.be/fX6VlTubrJ8,https://i.ytimg.com/vi/fX6VlTubrJ8/default.jpg,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0867 名無しどんぶらこ 2025/11/28(金) 00:43:36.77",">>803
韓国で嫌われてて反中デモ凄いね

「クラッシュチャイナ！クラッシュチャイナ！」だってさ(笑)
カイダンクー民族嫌われすぎ💩",,>>803,,,,ID:K7bcn/4+0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0868 名無しどんぶらこ 2025/11/28(金) 00:43:42.69","小日本鬼子
南京を忘れるな",,,,,,ID:aUA2FhHi0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0869 名無しどんぶらこ 2025/11/28(金) 00:43:53.45",">>864
何言ってるんだよ、みんな応援してあげてるだろ

が〜んばれ！が〜んばれ！が〜んばれ！",,>>864,,,,ID:WKqeW+1W0(9/21),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0870 名無しどんぶらこ 2025/11/28(金) 00:44:30.08","被害者ヅラばっかり
アホか",,,,,,ID:LwPcU4wc0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0871 名無しどんぶらこ 2025/11/28(金) 00:44:47.91","中国の景気は半端じゃなく悪いしな
高官は蓄財とコネ入社
毛沢東礼讃したいなら今の共産党高官吊るすのが先まである",,,,,,ID:UzDvRXIr0(3/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0872 名無しどんぶらこ 2025/11/28(金) 00:44:59.45","暴行はどうか知らんけどネットみてたら侮辱は以前から日常茶飯事だからな
日本人として嘆かわしい",,,,,,ID:v4f0MgEa0(1/3),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0873 名無しどんぶらこ 2025/11/28(金) 00:45:04.76","クボしおりが卒業してしまったのか

宮城の女神　シオリ！",,,,,,ID:dRriEXIT0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0874 名無しどんぶらこ 2025/11/28(金) 00:45:08.66",熊と中国人は、来なくてイイよ！,,,,,,ID:+M3DlrAA0(1/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0875 名無しどんぶらこ 2025/11/28(金) 00:45:38.75",">>869
お前は統一教会とか？",,>>869,,,,ID:ZKUHM6m10(2/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0876 名無しどんぶらこ 2025/11/28(金) 00:45:40.64","中国人帰国命令もはよ
でもそれは絶対にやらな〜い",,,,,,ID:NUzFO9D+0(8/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0877 名無しどんぶらこ 2025/11/28(金) 00:45:46.25",中国人が日本国内で、中国語で日本人を侮辱してるというのはよく聞く,,,,,,ID:VY+xLJfz0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0878 名無しどんぶらこ 2025/11/28(金) 00:46:03.67",インバウンド妨害したいんだろうなっつー意思は見えるけどね,,,,,,ID:g8LVveCm0(1/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0879 名無しどんぶらこ 2025/11/28(金) 00:46:13.59",CHINA OUTアルヨ！,,,,,,ID:+M3DlrAA0(2/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0880 名無しどんぶらこ 2025/11/28(金) 00:46:25.10","もう日本に来んなよ、キモイんだよ
ウジャウジャ佃煮の腐ったみたいな連中でうるさくて図々しい
慎ましい日本人とは相反する種族",,,,,,ID:xyeg5OM+0(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0881 名無しどんぶらこ 2025/11/28(金) 00:46:29.51",">>857
だから先制攻撃する下地作りの情報戦始めたように見えて、不気味なんだよね
中国の食糧備蓄の量がすごいって話知ってる？　世界の穀物市場の半分買い占めてるって話で、１４億人の人口が備蓄だけで１年乗り切れる量だってさ
あとゴールド現物も世界中で買い漁ってるという話で、SWIFTから排除されても使える外貨準備溜め込んでる。
中国は２０００トンぐらい保有してると公表してるんだけど、他の国の貿易統計から合算すると5000トン規模国内に金をすでに溜め込んでるんじゃないかって
核ミサイルもすごい勢いで増やしてるし、本気で戦争を準備してるよ、中国は",,>>857,,,,ID:3d5ndwcb0(10/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0882 名無しどんぶらこ 2025/11/28(金) 00:46:39.54",">>872
ネットでの罵り愛はね、114514

これで育むのだよ",,>>872,,,,ID:WKqeW+1W0(10/21),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0883 名無しどんぶらこ 2025/11/28(金) 00:46:58.59","中国人を差別するネトウヨ
日本人を差別する中国人
同じレベルじゃん",,,,,,ID:ZKUHM6m10(3/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0884 名無しどんぶらこ 2025/11/28(金) 00:47:08.71",インバウンドは中国人同士で金回してるだけで日本にメリットたいしてないってもうバレてるからね,,,,,,ID:NUzFO9D+0(9/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0885 名無しどんぶらこ 2025/11/28(金) 00:47:20.53",臭い汚いウルサイ,,,,,,ID:+M3DlrAA0(3/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0886 名無しどんぶらこ 2025/11/28(金) 00:47:36.72",日本人の怒りを買いすぎたか,,,,,,ID:g8LVveCm0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0887 名無しどんぶらこ 2025/11/28(金) 00:48:02.30",">>875
そうなんだ〜
知らなかったよ、教えてくれてありがとな",,>>875,,,,ID:WKqeW+1W0(11/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0888 名無しどんぶらこ 2025/11/28(金) 00:48:04.69","中国のメディアもここ見てるんだろ？

いつでもいいよ、かかってこい

戦争しようぜ",,,,,,ID:MCmLH3hK0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0889 名無しどんぶらこ 2025/11/28(金) 00:48:12.52","こなくていいから
しつこいね",,,,,,ID:S83LGTOs0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0890 名無しどんぶらこ 2025/11/28(金) 00:48:14.37",中国の個人客はまだいいが団体客は身内で回しまくってるだけだから,,,,,,ID:UzDvRXIr0(4/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0891 名無しどんぶらこ 2025/11/28(金) 00:48:19.29",自分の国の事じゃんそれ。四川料理一度は食べてみたいけど死ぬまで怖くていけねーよ。,,,,,,ID:p5vjfLA40(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0892 名無しどんぶらこ 2025/11/28(金) 00:48:20.87",">>883
何で中国人は日本人を差別するの？",,>>883,,,,ID:sJZMDs/J0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0893 名無しどんぶらこ 2025/11/28(金) 00:48:25.69","首刎ねから発狂するから台湾まで盛り上がってるよｗ
台湾は台湾です。台湾省ではありません 台湾駐日外交窓口
キンペーぴーんちｗｗｗ",,,,,,ID:dqMJO6d40(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0894 名無しどんぶらこ 2025/11/28(金) 00:48:26.81",中国人が日本の子供達を襲わないか心配です！,,,,,,ID:+M3DlrAA0(4/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0895 名無しどんぶらこ 2025/11/28(金) 00:48:45.56",暴行は知らんが侮辱はクソコラとかやってるしなぁ,,,,,,ID:g8LVveCm0(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0896 名無しどんぶらこ 2025/11/28(金) 00:48:47.11",">>892
同じ人種だからだろ
同族嫌悪だよ",,>>892,,,,ID:ZKUHM6m10(4/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0897 名無しどんぶらこ 2025/11/28(金) 00:48:52.86","どこへ行っても中国人ばかりだったからな
旅行好きとしては凄く邪魔な存在だった
無駄に旅館代も高くなるし
大した事のない旅館でも満室になるから余計に手を抜く
かなりあぐらをかいてる旅館も見受けられるので淘汰されるべき",,,,,,ID:xyeg5OM+0(2/3),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0898 名無しどんぶらこ 2025/11/28(金) 00:48:57.78","しかし平気で嘘をつく国なんだなあ
国民性ってやつか",,,,,,ID:65mzm1u90,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0899 名無しどんぶらこ 2025/11/28(金) 00:49:02.25",もぉ日本への渡航は禁止にして在日中国人には帰国命令だせよ,,,,,,ID:eWNNgRF70,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0900 名無しどんぶらこ 2025/11/28(金) 00:49:04.69",侮辱や暴行？,,,,,,ID:QRR462ZW0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0901 名無しどんぶらこ 2025/11/28(金) 00:49:14.44","先週と先々週観光地に行ったが普通に中国人旅行客いたぞ
猿でもわかる嘘ついてんじゃねえよ",,,,,,ID:qxW2kylg0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0902 名無しどんぶらこ 2025/11/28(金) 00:49:45.32",,https://i.imgur.com/M75hDgS.jpeg,https://i.imgur.com/M75hDgS.jpeg,,,,ID:T3eclKBr0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0903 名無しどんぶらこ 2025/11/28(金) 00:49:47.01","日本人と中国人の見分けがつかない
でもまぁアジアが団結したらアメリカやばいし仲違いさせてるんだろうなぁとは思う",,,,,,ID:ZKUHM6m10(5/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#
"垢版
|
0904 名無しどんぶらこ 2025/11/28(金) 00:50:04.52",">>872
中国人の傷害事件は外国人トップだからね
日本で起きる外国人犯罪はベトナム人の犯罪の方が多いって中国人は言うんだけど、ベトナム人は窃盗事件がめっちゃ多くて件数稼いでるけど、暴力事件は比較的少ない
暴力的な事件は中国人が圧倒的に多い",,>>872,,,,ID:3d5ndwcb0(11/14),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0905 名無しどんぶらこ 2025/11/28(金) 00:50:08.34",こうやって反日洗脳された中国人が日本に来ると日本国民が危険なので、日本も一刻も早く入国禁止にすべき,,,,,,ID:NUzFO9D+0(10/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0906 名無しどんぶらこ 2025/11/28(金) 00:50:27.21",中国人と日本人全然違う,,,,,,ID:/kj5II8M0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
"垢版
|
0907 名無しどんぶらこ 2025/11/28(金) 00:50:29.05","中国が昔大国だったのに欧米の植民地になったのも色々納得できる言動ばっかり繰り返してるよな
味方おらんやん",,,,,,ID:UzDvRXIr0(5/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764250215#,
