threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0439 名無しどんぶらこ 2025/11/23(日) 22:08:41.25","総理になる前は七人の恩人を後ろから撃ったクズで総理時は内政も外交できないクズで
辞めたらいきなり後ろから撃ちまくるクズ
立憲にでも行けよクズキモ",,,ID:Ru1jN8dB0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0440 ふ 2025/11/23(日) 22:10:05.41","高市も2021年に同じことを岸田に聞いていた
岡田は悪くない、アホ回答した高市が全て悪い",,,ID:6se1adTF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0441 名無しどんぶらこ 2025/11/23(日) 22:21:49.84",そのうち元総理の肩書きを持って鳩山みたいな媚中ムーブかましてきそう,,,ID:WUKiU3m/0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0442 名無しどんぶらこ 2025/11/23(日) 22:34:57.95",">>438
少数野党になったのは萩生田などの裏金議員のせいだろ",,>>438,ID:z32a9clN0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0443 名無しどんぶらこ 2025/11/23(日) 22:36:18.11",石破にできるアドバイスなんてひとつもない,,,ID:P3geCe4t0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0444 名無しどんぶらこ 2025/11/23(日) 22:37:20.38",石破って習近平と会談やった？記憶にない。,,,ID:qZ9334Nb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0445 名無しどんぶらこ 2025/11/23(日) 22:40:23.67",こいつもう議員辞めて評論家でもやれよ,,,ID:DSVHcxPD0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0446 名無しどんぶらこ 2025/11/23(日) 22:44:03.59","高市が支持者から人気出ると思って軽率に発言しただけだろう
もちろん岡田も石破も関係ないｗ

ただ中国をこんなに刺激するとは高市は一切想定していなかった
高市が在任中は中華と揉めたままだろうね",,,ID:sejfYLDz0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0447 名無しどんぶらこ 2025/11/23(日) 23:01:00.27",いざとなれば石破が中国と話つける,,,ID:Wz4WWY/M0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0448 名無しどんぶらこ 2025/11/23(日) 23:01:00.65",">>1
てめぇ国際会議の場でどんな振る舞いしてたクズがどの口で言うか?

死にさらせゴミクズ

国民の敵死ね",,>>1,ID:S0NOpxa30,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0449 名無しどんぶらこ 2025/11/23(日) 23:15:12.95",日本の誰が何しようが中国は日本に言いがかりありきだから。そういう国や人たちでしょ。中国共産党は。,,,ID:PvilWcYd0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0450 名無しどんぶらこ 2025/11/23(日) 23:20:52.04",">>1
石破の実績はコレな

■海外に１００兆円近くバラマキ
■竹中平蔵に旭日大綬章を授与
■2025年9月の実質賃金-1.4%、9カ月連続マイナス(2025/11/6公表)
■2025年6月の日銀調査で生活に「ゆとりがなくなってきた」と感じる人が６１％と09年以来16年ぶりの高水準
■ガソリンの暫定税率廃止について石破は「 いつやるかは申し上げられない」
■ガソリン補助金縮小でガソリン・灯油・軽油・航空燃料価格が大幅上昇→6月から再度補助拡大（選挙対策）
■電気料金に上乗せの再生エネ賦課金が５月請求から引き上げ…平均的家庭で１５９２円に
■電気代ガス代補助打ち切り→7〜9月の3カ月限定復活 月1000円程度（選挙対策）
■飲食料品の値上げ、2025年10月は3024品目と10カ月連続で前年比増（22年の統計開始以降最長）
■2025年の飲食料品の値上げは20000品目を超える見通し（２３年以来２年ぶり）
■米国への輸出品に追加の関税負担発生
■米国からボーイング製の航空機を100機購入
■米企業への防衛支出を年間140億ドルから170億ドル（約2.5兆円）に引き上げ
■米国から農産品などを80億ドル（約1.2兆円）分購入
■米国への5500億ドル（約85兆円）のドル建て新規投資で合意
■備蓄米放出（選挙対策）
■インド人留学生に300万円支援検討
■私立高校に対する所得制限なしの無償化で富裕層優遇（追加予算5000億円）
■“高額療養費”自己負担増へ議論活発化
■ｉＤｅＣｏ改悪
■高校生の親の扶養控除縮小
■年収の壁は引き上げられたものの減税効果はほぼ無し
■2025年度「国民健康保険料」の上限「3万円」引き上げ決定
■厚生年金、年収問わずパートも加入　「106万円の壁」撤廃へ、負担増も
■遺族年金改悪
■年金改革法
■退職金課税の議論が再始動　昨年「サラリーマン増税」だと批判されていたもの
■防衛増税確定
■2026年からの子育て支援金（独身税）の徴収もほぼ確定
■会食に参加した自民党議員にハンカチ代として１０万円分の商品券を配布
■衆院選で裏金非公認候補に２０００万円支給
■就任後戦後最速で衆院解散→衆院選で自民党大敗
■東京都議選で自民党大敗
■参院選で自民党大敗",,>>1,ID:2I17PMH50,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0451 名無しどんぶらこ 2025/11/23(日) 23:21:20.04","中国って国の程度の低さがどんどん露呈してきて、今回の件を利用して高市さん叩きしてたチョンとチョンと一体化している売国左翼が無様に焦ってて草

圧倒的多数派の愛国勢力はチョンとチョンと一体化している売国左翼を壮絶な拷問にかけながら皆殺しにしていくつもりで動いてるのに、
負け犬少数派のチョンとチョンと一体化している売国左翼は無様に脱糞しながら「ネトウヨがー」とかそんな事しか言えないんだから笑っちゃうよねw

政治は数＝力
負け犬少数派の上に反日外国勢力の手先のチョンとチョンと一体化している売国左翼が粋がるな！

ネットが発達する前はオールドメディアが情報を独占していたから、チョンとチョンと一体化している売国左翼が好き勝手にできていたんだよ

スパイ防止法と国家情報局は日本の敵のチョンとチョンと一体化している売国左翼を叩き潰すための法案だからね
たっぷりとクソぶちまけて壮絶な拷問にかけられて死んでいきなよ負け犬の在日チョンはw


【チョウ・クンス氏】TBS報道特集の編集長。記者・ディレクター／ネット「TBSに雇用されている外国人及び帰化人の国籍別人数の公開を求めます。」
https://japannewsnavi.com/181064-2/
↑
日本の報道のチョン汚染がひどすぎる！

在日チョンは日本人じゃないんだから、在日チョンの政治的な活動を許しちゃ駄目だろ
もうそれ、日本の報道は外国勢力の日本へのテロ行為と一体化しちゃってるって事じゃん
こいつらは韓国名だからまだ特定しやすいけど通名で侵食されちゃったら、もう特定不可能なんだからチョンが世論誘導し放題
そういう通名で侵食してるチョンのほうが遥かに多い",https://japannewsnavi.com/181064-2/,https://japannewsnavi.com/181064-2/,ID:RwiEOB5x0(1/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0452 名無しどんぶらこ 2025/11/23(日) 23:22:19.38","高市総理「戦略的互恵関係推進の考え変わらず」台湾有事巡る国会答弁は撤回せず [♪♪♪★]
https://asahi.5ch.ne...newsplus/1763707407/



日本国民全体が高市さんの国会答弁を支持して中国の暴挙に怒っているのだから、
高市さんが答弁を撤回しないのは当たり前
よく調べもしないで仕掛けてきてる中国が馬鹿

中国は日本の立憲といった売国勢力と組んで仕掛けてきてるんだろうけど、立憲なんて今現在、支持率3.6%しかないカス政党なんですけどw

中国は立憲のような売国勢力が日本世論を二分する勢力とでも勘違いしているんじゃないか？
日本国民自体の超保守性を理解して無さすぎ
中国の肩持って高市さん叩いてる馬鹿なんて、ごく少数しかいないチョンとチョンと一体化している売国左翼だけ

発言撤回を焦点にするのならば中国は無様に惨敗する

チョンとチョンと一体化している売国左翼がいくら必死こいて高市叩き工作しても、
保守的な日本人のメンタリティに中国の肩もって高市さんを叩くっていう選択肢はないから
チョンとチョンと一体化している売国左翼が下手な工作すればするだけ墓穴


【外交】中国王毅外相「日本軍国主義の復活を決して許さない」★２ [１ゲットロボ★]
https://asahi.5ch.ne...newsplus/1763892368/

軍国主義とかほざいてる時点で的外れだし、
他国が踏み込んじゃいけない領域にまで言及してんじゃん
内政干渉ってレベル越えてる
指南してるのは売国政党の立憲？",https://asahi.5ch.net/test/read.cgi/newsplus/1763707407/,https://asahi.5ch.ne...newsplus/1763707407/,ID:RwiEOB5x0(2/6),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,https://asahi.5ch.net/test/read.cgi/newsplus/1763892368/,https://asahi.5ch.ne...newsplus/1763892368/,,
"垢版
|
0453 名無しどんぶらこ 2025/11/23(日) 23:22:25.30","和久井健

修 正の１つも無しのページが延々と続く
そんなの天 才だと分かる

２ ６ 冊 の こともお前は見て知っていた

今日のことは防げたがお前には自制心もその能力が無かった",,,ID:FrOB0/wk0(1/5),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0454 名無しどんぶらこ 2025/11/23(日) 23:23:39.92",石破とか岸田は人気ないから売国勢力とつながる必要があっんだよ,,,ID:RwiEOB5x0(3/6),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,
"垢版
|
0455 名無しどんぶらこ 2025/11/23(日) 23:23:46.24",">>452
和久井健がキチガイだってことがよく分かったな。
意味ある日だった。",,>>452,ID:FrOB0/wk0(2/5),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0456 名無しどんぶらこ 2025/11/23(日) 23:24:45.74","IPACが薛剣氏投稿を非難、各国に「日本支持を」　首相答弁は「正当」米欧300人議員
https://www.sankei.c...EARHWFHPUMDHDCK3EGU/


【速報】 米国、台湾へ約510億円相当の武器売却を承認　中国「レッドライン、あらゆる措置取る」トランプ政権を激しく批判 動画あり [お断り★]


台湾総統府「中国はトラブルメーカー」「政治目的で日本へ複合的な脅しをかけている」と中共を批判 [789920621]


中国とドイツの関係悪化、台湾問題がEUを突き動かす　EUが台湾要人を相次ぎ受け入れ、中国の「レッドライン」踏み込む [お断り★]


↑
けっきょく、中国、四面楚歌じゃん
頭悪い屁理屈で高市さん叩いてたチョンとチョンと一体化している売国左翼に呆れる
そもそも、まともな日本人なら高市さんを攻撃して中国の肩持つなんてしない
今回　高市さん叩いた売国奴ども絶対に忘れないしスパイ防止法で逮捕していかないといけない連中

特に橋下ってチョンの手先の売国奴が酷すぎ
橋下って中居にレイプされた被害者女性も中傷してたし、発言が異常すぎるだろ
中居のバックがチョン系の事務所(Kダッシュ 田辺エージェンシー)だから橋下はあんな事しでかしたんだよ
チョン勢力は橋下って売国奴を政治から芸能まで便利に使いすぎだろ",https://www.sankei.com/article/20251121-GYNAUS7EARHWFHPUMDHDCK3EGU/,https://www.sankei.c...EARHWFHPUMDHDCK3EGU/,ID:RwiEOB5x0(4/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0457 名無しどんぶらこ 2025/11/23(日) 23:25:34.80",">>454
これは「どこそこで評価してたらしい」の「どこそこ」のことなんだけど
私が評価されてるのにお前は人気が無いからと罵倒されまくった
いや私のことだと明確に分かるからと言っても荒らすのをやめなかったそうだ
先にトランプ大統領が忠告するほど明白だったこと
江口寿史と和久井健の本性が露呈したという意味ある１日ではあった",,>>454,ID:FrOB0/wk0(3/5),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0458 名無しどんぶらこ 2025/11/23(日) 23:25:50.08","日本は既にロジック的に詰んでるから曖昧戦略しか取れない
　
台湾は中国　→　中国唯一の合法政府である中華人民共和国の施政下に置くべき
台湾は非中国　→　中国である中華民国の統治は不当
　
どっち選んでも中華民国の応援できない",,,ID:LeHd17qG0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0459 名無しどんぶらこ 2025/11/23(日) 23:28:04.29","ひろゆき氏　高市首相の台湾有事発言 「日本が得たものあまりない。経済的なマイナスは明確に存在」★2 [冬月記者★]
https://hayabusa9.5c...newsplus/1763741323/

↑

そもそも敵国の中国が経済制裁しかけてるのに、
「日本が得たものあまりない。経済的なマイナスは明確に存在」とか頓珍漢な事ほざいてる時点でひろゆきアホすぎだろ
そもそも売国立憲の岡田と中国は最初から組んでいて仕掛けられた事なのに
高市さん叩いて中国の肩もつような言動してる時点で、圧倒的多数派の日本人のメンタリティと敵対してるし日本の敵でしかない
ひろゆきとか橋下とか反日勢力から金もらって反日言動してる連中のアホ売国言動でいちいち記事作るな！

チョンとチョンと一体化している売国左翼は最近スポーツ新聞で大量の反日記事を作ってイメージ操作してる

スパイ防止法と国家情報局が一番叩き潰さないといけないのは、
こういう売国左翼マスコミに巣食うチョンとチョンと一体化している売国左翼

そもそもチョンが支配しているメディアは日本国民と利害が対立している存在だと、
国民はとっくに気づいているのにチョンが支配してる売国メディアは日本国民を舐めすぎ


そもそもチョン勢力の使いっ走りをする人間って限られてるから、
同じ人間が何度も何度もふざけた言動する
ふざけた言動するメンバーっていつも同じ

ひろゆきだの橋下だの卑しい負け犬売国奴がこういう頭悪い売国言動で幾ら貰ってるのか知らんが、
スパイ防止法と国家情報局ができる今後は通用しない",https://hayabusa9.5ch.net/test/read.cgi/mnewsplus/1763741323/,https://hayabusa9.5c...newsplus/1763741323/,ID:RwiEOB5x0(5/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0460 名無しどんぶらこ 2025/11/23(日) 23:28:43.59",">>454
「どこそこ」ではなくきちんと直々に「君 の 能 力 は マ ジ で ス ゴ イ」と 白 人 の １ 流 ラ イ タ ー が 言いに来てくれたそうだ。

それは ユ ダ ヤ の お じ さ ん も 知 って て 合いの手で確認してくれた「〇〇と〇〇のことだね」って。

だから皆知ってるし私も知ってる。それだけで本来は十分。

理不尽に罵倒されたからって打ちのめされて自分だけが傷ついても結局は不幸なままなんだよ。",,>>454,ID:FrOB0/wk0(4/5),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,,,,
"垢版
|
0461 名無しどんぶらこ 2025/11/23(日) 23:28:48.01","【Bloomberg】やり過ぎた中国、高市首相の政策遂行手助け…「敵意は圧倒的に一方的、高市氏が穏健で現実的に見える」 [おっさん友の会★]
https://asahi.5ch.ne...newsplus/1763536911/
↑
この記事は正しい
確かに内政的に見ると今回の中国の暴挙は高市さんに追い風
またチョンが支配してる売国左翼マスコミが捏造世論調査だして高市さんの足引っ張ろうとしてくるだろうけど、日本国民は高市さん支持だよ
当たり前だよね
今回の件で中国の肩もって高市さん叩くようなメンタリティの日本人なんて殆どいない
そんな卑しい魂は日本人に宿らない

スパイ防止法を成立させたくないチョンとチョンと一体化している売国左翼には残念なお知らせだが



「国益にかなうと考える」立憲・岡田克也氏　中国共産党幹部との会談をN党浜田氏が“スパイ”呼ばわり…本人が語った“意義”
https://jisin.jp/domestic/2538410/?rf=2
>>岡田氏を団長とする立憲民主党の訪中団が、昨年8月に北京を訪問し、
>>中国共産党の石泰峰中央政治局委員・中央統一戦線工作部長（肩書は当時）らと会談していた
↑

なんで、岡田を団長とする立憲民主党の訪中団は中国のスパイ組織のトップと会談する必要あったの？
変じゃん


・立憲・野田代表が主張　台湾有事答弁で「質問者批判は筋違い」「答弁がおかしい」「高市総理迎合のネット世論は危険」
・立憲・安住氏、ネットに不信感「オールドメディアの方がちゃんとしてる」「テレビはバランスとって、賛否をちゃんと分けて中立」
↑
国民はネットでしか意見言えないんだから、ネット世論＝民意
チョンとチョンと一体化している売国左翼が支配してるオールドメディアしか信用しないと言う立憲はその時点で日本国民の敵",https://asahi.5ch.net/test/read.cgi/newsplus/1763536911/,https://asahi.5ch.ne...newsplus/1763536911/,ID:RwiEOB5x0(6/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763880869#,,,https://jisin.jp/domestic/2538410/?rf=2,https://jisin.jp/domestic/2538410/?rf=2,,
