threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-response,js-ng-setting href,js-response href
"垢版
|
0909 名無しどんぶらこ 2025/11/28(金) 02:08:51.02","ゲゲェ-　の💩地獄半島　- ((;ﾟェﾟ;))ﾌﾞﾙﾌﾞﾙﾌﾞﾙ

ｶﾀｶﾀｶﾀ (((;ﾟ;Д;ﾟ;))) ｶﾀｶﾀｶﾀ

朝鮮半島全体がぁァあぁあァあ

エヴェンキ系と穢と貊族の混合鍋ごった煮((;ﾟェﾟ;))ﾌﾞﾙﾌﾞﾙ

食べる物も獣肉内臓ホルモンが主食・・・・・ｶﾞｸﾌﾞﾙ((ノ)ﾟДﾟ(ヽ))ｶﾞｸﾌﾞﾙ

💩穢れ多い獣のような人々と中国から名づけられた
『穢 (わい)』族の起源

人尿洗顔や糞舐めや葬送で豚の死骸を積み上げたりする習俗等により
中国から穢れの意の「穢族」と呼称され穢四族（東穢・沃沮・扶余・高句麗）
に分派 『漢書』『後漢書』より
BC126年漢の武帝が穢族に「穢王之印」を授け独立を認めた。
BC107年玄菟郡（楽浪郡の北）設置、　穢族は北に逃走、鹿山の地で「扶余国」が興り「東穢」は江原道に移動。
BC75年玄菟郡、西に縮小移転、咸鏡道（日本海沿岸）放棄、「沃沮」独立。
BC59年玄菟郡、さらに西に縮小移転、中朝国境山岳地帯放棄、「高句麗」独立。穢族四派分裂終了。

朝鮮半島全体が宗主国・中国から穢ないと呼ばれた穢族の居住地帯である。



💩『在日一世の記憶』　p450　 姜 尚中　 集英社新書
「最後の薬として便を飲ませてみなさい」
…あるハンメ（おばあさん）が「あんたらまだ子供やし、かわいそうやけれど、
最後の薬としてトンムル（便を濾したもの）を飲ませてみなさい」と教えてくれました。",,,,,,ID:kmAwo6WK0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0910 名無しどんぶらこ 2025/11/28(金) 02:08:57.95",">>902
怒らなければ良いだけ
易怒性の高さを治すべき",,>>902,,,,ID:vo22QSc/0(15/16),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0911 名無しどんぶらこ 2025/11/28(金) 02:09:03.58",">>38
共・同・通・信
共産・同盟・内通・信じるな　の略？",,>>38,,,,ID:D6Y0LVw50,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0912 名無しどんぶらこ 2025/11/28(金) 02:09:18.61",">>899
またお人形遊びｗ",,>>899,,,,ID:6G9WB0F20(6/7),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0913 名無しどんぶらこ 2025/11/28(金) 02:09:25.14","トランプに叱られましたで終わるんかと思ったら
木原が否定するから
トランプが本当は何言ったかなんてどうだっていいじゃん
いつまでもしつこいしうるさいから叱られたことにしとけよ",,,,,,ID:jWvu1Mhr0(7/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0914 名無しどんぶらこ 2025/11/28(金) 02:09:29.05",>日本政府関係者(共同),,,,,,ID:Q/RflYs30,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0915 名無しどんぶらこ 2025/11/28(金) 02:09:30.53",">>906
問題は春闘以外でそんなあがらんのですよ
ボーナスで調整とかはあるけど",,>>906,,,,ID:N5UHfhs70(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0916 名無しどんぶらこ 2025/11/28(金) 02:09:53.59",">>896
石破は政府じゃないし多分詳しい情報持ってないでしょ
会談手配した外務省が濃厚",,>>896,,,,ID:GTLRHAJl0,,,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0917 名無しどんぶらこ 2025/11/28(金) 02:10:01.19",">>904
そうだよな
不記載はいいけど裏金は絶対許せないよなwww
ぎゃはははh",,>>904,,,,ID:9KDR9+nY0(3/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0918 名無しどんぶらこ 2025/11/28(金) 02:10:17.07","427ミーコロン(東京都) [ﾆﾀﾞ]2022/04/20(水) 14:06:09.30ID:Qc6FJ+2I0
正月には、

大阪は丸餅を煮て食べる
江戸は角餅を焼いて食べる
酒田は丸餅を焼いて食べる
新潟は角餅を煮て食べる
関西の大阪は日本人は丸餅を煮て食べる

在日韓国人や朝鮮人は年末に朝鮮市場で買っておいた
内臓ホルモンを正月から取り出して食べる


612　パンダ(埼玉県) [ID]2022/04/20(水) 16:27:04.00ID:ekRTW/ea0

2000年の前半くらいから日本の大学で知られ始めたらしいけど韓国人留学生はお茶も飲めないというか、そもそもお茶を飲む習慣がないって話にみんな驚いた記憶がある
食事の時や気分転換や落ち着く時にいったい何飲んでるのって話でね",,,,,,ID:eQ2HjpWo0(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0919 名無しどんぶらこ 2025/11/28(金) 02:10:47.11","Ｑ：朝日新聞の題字は普段使う文字と違うようですが。

Ａ：「朝日新聞」の題字の４文字のうち、朝と新の２文字が現在われわれが使う
　　文字と異なっています。この題字は、社史によると、１８７９年（明治１２年）の
　　創刊第１号の第１面に登場したものです。
　　　字体は中国唐代の名筆、欧陽詢が書いた「大唐宗聖観記」の碑の古い
　　拓本から集められましたが、そのなかに「新」の字がなかったため、２つの
　　文字から辺とつくりを取ってきて合わせ、それに手を入れてつくりました。
　　これを現在も使っています。",,,,,,ID:aiZ0EoxH0(15/19),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0920 名無しどんぶらこ 2025/11/28(金) 02:11:09.86",">>916
別に記者からしたら詳しい情報とか不要なんで…",,>>916,,,,ID:N5UHfhs70(4/4),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0921 名無しどんぶらこ 2025/11/28(金) 02:11:18.16","2025/11/28(金) 00:37:12.63ID:qAAClP/x0
あまりにも違うよね、日本人と韓国人の文化の根底からして＼(◎▲◎)／！

基本食習慣(性格にも影響?）

339ワラビー(千葉県) [FR]2022/04/09(土) 11:41:44.54ID:HlbAIdsJ0

これは衝撃的 (*ﾟﾛﾟ)ノミ！！　ｴｰｯ!
1人当たりの茶消費量は・・・・
餅や納豆や水稲棚田風景の分布地域と重なると云われる

日本 810g 、ベトナム 380g、中国(南部中心) 320g、インドネシア 200g

そして、「民族の超えられない根底文化の異族壁」があって・・・・韓国 20g　
これは衝撃的 (*ﾟﾛﾟ)ノミ！！　ｴｰｯ!
1人当たりの茶消費量は・・・・
餅や納豆や水稲棚田風景の分布地域と重なると云われる



339ワラビー(千葉県) [FR]2022/04/09(土) 11:41:44.54ID:HlbAIdsJ0

これは衝撃的 (*ﾟﾛﾟ)ノミ！！　ｴｰｯ!
1人当たりの茶消費量は・・・・
餅や納豆や水稲棚田風景の分布地域と重なると云われる

日本 810g 、ベトナム 380g、中国(南部中心) 320g、インドネシア 200g

そして、「民族の超えられない根底文化の異族壁」があって・・・・韓国 20g　
これは衝撃的 (*ﾟﾛﾟ)ノミ！！　ｴｰｯ!
1人当たりの茶消費量は・・・・
餅や納豆や水稲棚田風景の分布地域と重なると云われる",,,,,,ID:eQ2HjpWo0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0922 名無しどんぶらこ 2025/11/28(金) 02:11:20.20",">>849
高市はネトウヨを利用したんだぞ
中国に強気姿勢を見せてネトウヨを親衛隊にして
ネトウヨがホルホルしてる間に

経済をグチャグチャにするつもりだった
安倍もそうだったからな
憲法改正をチラつかせて保守層を喜ばせて
裏で重税をしまくって日本経済を転落させた",,>>849,,,,ID:zVgIAPnq0(8/12),,,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#
"垢版
|
0923 名無しどんぶらこ 2025/11/28(金) 02:11:34.76","231名無しさん＠１周年2017/12/08(金) 23:17:02.04ID:wpuwct0
>>147
農耕パターンや稲作技術の視点から見ると稲作が始まる
以前に通常は稗、粟、麦などの雑穀を栽培する焼畑農業
が起こり、その場合、タロイモ(田イモ、里芋）のような
根菜類まで含まれるかで分かれる。

朝鮮半島の場合、華北や東北地区（満州）の畑作、遊牧
の民が流入したが肉食の民だから稲作が起こる可能性は
なく、気候的にも稲種や稲作が華中から北上することも
ない。
他方、畑作技術は華北から満州、朝鮮へと流れたことは
考古学上の通説である。

しかし、である。
朝鮮半島にはタロイモ栽培がない。
日本の縄文時代後期からの中心的な農耕は(陸)水稲と
タロイモのセットである。そしてそれはラオスから
ベトナムからフィリピンから環太平洋文明圏では普通
の農耕と食料である。",,>>147,,,,ID:eQ2HjpWo0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0924 名無しどんぶらこ 2025/11/28(金) 02:11:36.33",">>881
そのとおり、初めは首切を誤魔化すために
吠えてたが、もかして高市政権転覆できる？と
欲をかいてきたところ",,>>881,,,,ID:COl+QicM0(2/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0925 名無しどんぶらこ 2025/11/28(金) 02:12:43.20",">>1
東京23区で働く公務員給与の初任給は5年前より25％アップ年収100万円以上増えることに　4年連続引き上げへ
課長で36歳の職員は年間給与が約917万円から約1022万円に、部長で42歳の職員は約1183万円から約1300万円となる
https://www.fnn.jp/articles/-/945789
これよりさらに公務員の税金給与上げること決めた高市のこと庇わないのか？",https://www.fnn.jp/articles/-/945789,>>1,,https://www.fnn.jp/articles/-/945789,,ID:CV1NQY0D0(1/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0926 名無しどんぶらこ 2025/11/28(金) 02:12:49.53","ニューノーマルの名無しさん 2020/12/19(土) 23:17:20.81ID:bYk5hu6M0

★天皇は縄文人（アイヌや沖縄や蝦夷や隼人に色濃い)と同じY染色体がD1a2(D1b）であったと確定している★

健康診断で全国民のDNA調査をした結果は男の9割以上が、Y染色体がD1bであった。
ちなみに朝鮮人韓国人はD1b(D1a2)は無い。
N253487/ Sumeramikoto (Emperor of Japan) D-CTS8093
www.familytreedna.com/public/japan/default.aspx?section=ycolorized
wiki3.jp/famousdna/page/23
伏見宮家
伏見宮家のY染色体遺伝子は、ハプログループD1b1a2(D-IMS-JST055457)である(注1)(注2)。
これは、伏見宮家の男系子孫1名から得られた解析の結果に基づく。

東山天皇
人皇第113代・東山天皇(Emperor Higashiyama, 1675-1710)のY染色体遺伝子は、ハプログループD1b1a2(D-IMS-JST055457)である(注1)(注2)(注3)。
これは、東山天皇の男系子孫 複数名から採取された口腔粘膜の解析による(注7)(注8)。

南朝・後村上天皇
南朝・後村上天皇(Emperor Gomurakami, 1328-1368)の男系子孫のY染色体を調査した結果、
ハプログループD1b1a2(D-IMS-JST022457)であることが判明した(注1)(注2)。

近衞文麿
内閣総理大臣を務めた、近衞文麿(Fumimaro Konoe, 1891-1945)のY染色体は、
ハプログループD1b1a2(D-IMS-JST022457)である(注1)。

2019年6月19日改訂のISOGGより D1a2 (旧D1b1'2)に変更。
「縄文系」のD1a2 （旧D1b1）、（チベット系D1a1）

オクスフォード大学の遺伝学研究チームのクリス・テイラースミス（Chris Tyler-Smith）及び、
カラー・レッド(Color Red)は、 日本人男性のY染色体の一塩基多型（SNPs）および
縦列反復数（STRs）を解析した結果、 天皇家のハプロタイプは（D-CTS8093）に属する
系統であると結論づけました。",,,,,,ID:fnkoUque0(1/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0927 名無しどんぶらこ 2025/11/28(金) 02:13:01.96","ニューノーマルの名無しさん2020/10/14(水) 23:11:47.17ID:edYxrgEf0

◆最新：現代日本人(≠韓国人)のまとめ

〔日本人のDNAは朝鮮人や中国の東北部人とは異なっており琉球人やアイヌ人のDNAと共通点が多い〕

Ｙ染色体の80種類ほどの遺伝子のうち
日本人は「D1a2a (D1b)」 を持っているが
Ｙ染色体の中でも 非常に古くからある系統。

日本人のD系統はほぼ100％が「D1a2a (D1b)」系統。
同じD系統であってもチベットや東南アジアが
D1とD3系統。
もちろん同じD系統だから近縁であることは
間違いないが D1a2a(D1b)系統は世界の中で
日本人にしか存在しない固有の系統。

さらに大きな意味な持つのが、日本の隣の
【韓国にはY染色体D系統がほとんど存在しないこと】。

この系統を持っているのは世界的にも珍しく
【圧倒的に日本人に多く存在し韓国人には先ず
見られない】。
核DNAというのパターンを網羅的に解析した
結果、【日本人は韓国人と大きく異なる】ことが
判明した。その【「D1a2a (D1b)」をいちばん多量に
持っているのがアイヌ人と沖縄人である】。

[現代の科学がアイヌ人と沖縄人が日本人の源流であると証明してしまったのである。]",,,,,,ID:fnkoUque0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
"垢版
|
0928 名無しどんぶらこ 2025/11/28(金) 02:13:19.15","[現代の科学がアイヌ人と沖縄人が日本人の源流であると証明してしまったのである。]

DNAでわかった東アジア人は大きく分けて「４集団」 ある。

・東南アジア集団
・中国集団　 （北京、ソウル（韓国）を含む）
・モンゴル集団
・日本列島集団 （ヤマト人、オキナワ人、アイヌ人）
であり、４つの集団は各々DNA上離れて存在する。

【ソウル（韓国人）は中国集団に分類され】、DNA上、
華北人と韓国人とはそれほどの違いはなく、
【韓国人は日本人よりも中国東北部の人間に近い】。

またこのD系統は、アジア人種のみならず地中海
沿岸や中東に広く分布するE系統の仲間であり、
Y遺伝子の中でも非常に古い系統である。
東アジアの地域全体には南方系O系統が広く分布し、
島国の日本や山岳のチベットにのみD系統が残ったと
考えられる。

D1a2 (D1b)系統は
【アイヌ人88％】、
【沖縄人56％】、【本土日本42〜56％】
チベット33％で、【韓国ほぼ0〜3％】　である。

アイヌには南方系O系統は殆んど無い完全なD系統
であり、 本土日本人と沖縄人には 南方系のOが混ざり、
つまり事実上アイヌと本土日本人は大差がなく、
アイヌに南方系を足したのが 本土日本人となる。

つまり【 日本国は民族として非常に安定したまとまりを持った国家 】 である。",,,,,,ID:fnkoUque0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764254243#,
